;x;y;Information
Origin;;;Barcelona
MCB 100605;;;
1;115.1819;27.4692;
2;115.1819;25.9522;
3;115.3798;25.951;
4;119.38;24.9953;
5;119.8029;24.9896;
6;126.8324;27.9939;
7;126.993;28.1845;
8;130.1522;29.189;
9;132.6478;29.7303;
10;130.5768;30.1354;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63603;;;
1;116.2638;17.4306;
2;116.2638;17.8594;
3;116.4781;17.8599;
4;118.8582;18.1538;
5;119.0208;18.1397;
6;119.1176;18.0899;
7;119.7578;17.6952;
8;122.9122;15.8255;
9;124.3618;15.5131;
10;124.016;15.2373;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63601;;;
1;116.4936;23.6721;
2;116.4936;24.9083;
3;117.0933;24.9244;
4;118.9356;25.1733;
5;119.016;25.1736;
6;119.0421;25.1676;
7;119.4759;25.0356;
8;125.0882;21.8719;
9;126.5196;21.5406;
10;125.9856;21.2104;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63655;;;
1;116.2484;30.5821;
2;116.2484;31.8609;
3;116.6988;31.8702;
4;118.807;32.1238;
5;119.0656;32.1188;
6;119.2904;32.0668;
7;119.5821;31.9674;
8;124.6562;29.3033;
9;127.0345;28.8035;
10;126.3066;28.3593;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB 63604;;;
1;75.2646;17.5456;
2;75.2646;17.9807;
3;75.4017;18.0623;
4;77.6957;18.3213;
5;77.8022;18.326;
6;77.9937;18.3022;
7;78.472;18.1541;
8;81.8293;16.4873;
9;83.3771;16.0162;
10;82.7024;15.6494;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 9235;;;
1;42.6464;11.0066;
2;42.6464;11.3903;
3;42.7539;11.3947;
4;44.5735;11.5516;
5;44.7112;11.5521;
6;48.0065;10.5594;
7;48.2026;10.3099;
8;50.4596;9.5691;
9;51.4018;9.4213;
10;51.0301;9.1578;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63633;;;
1;42.7285;16.6613;
2;42.7285;15.8501;
3;43.5222;17.2199;
4;44.7915;17.3063;
5;44.9892;17.3053;
6;45.2685;17.2846;
7;46.0299;17.0817;
8;49.5194;15.2885;
9;51.0527;14.6515;
10;50.5531;14.393;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 63632;;;
1;42.6398;20.3905;
2;42.6398;20.7815;
3;42.7053;20.7829;
4;44.9355;20.8904;
5;45.182;20.891;
6;45.2959;20.8801;
7;46.4513;20.4685;
8;49.8409;18.7399;
9;51.0238;18.5235;
10;50.3825;18.2298;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB 9247;;;
1;23.7405;11.0772;
2;23.7405;11.452;
3;23.9125;11.4575;
4;25.453;11.5569;
5;26.3348;11.5597;
6;26.5486;11.5419;
7;27.1933;11.3815;
8;30.893;9.6264;
9;32.0441;9.4455;
10;31.3472;9.1102;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB 9246;;;
1;23.7732;15.9384;
2;23.7732;16.4587;
3;24.1677;16.4698;
4;26.1932;16.6865;
5;26.2273;16.688;
6;29.7355;15.1109;
7;30.1247;14.7853;
8;31.089;14.6067;
9;32.475;14.2419;
10;31.9176;13.8921;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB 63749;;;
1;23.6701;21.3023;
2;23.6701;22.0246;
3;24.8284;21.9036;
4;25.4972;22.1799;
5;25.6033;22.1845;
6;29.1411;21.2186;
7;29.8831;20.6297;
8;31.2725;20.0045;
9;32.5038;19.716;
10;31.8699;19.3027;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB 5416;;;
1;45.6519;47.6542;
2;45.6519;48.4628;
3;46.8599;48.2744;
4;47.3673;48.7781;
5;47.4603;48.7768;
6;50.5395;48.2616;
7;50.7074;50.7074;
8;54.5464;45.6287;
9;55.7912;45.0694;
10;55.5052;44.7957;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB49635;;;
1;218.4491;59.0016;
2;218.4491;58.1829;
3;220.9682;58.3875;
4;221.2758;58.0021;
5;221.5768;57.9506;
6;222.0443;58.1927;
7;222.0078;58.6604;
8;226.3765;60.7969;
9;231.4094;63.5242;
10;230.9799;63.9505;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB49660;;;
1;249.2845;49.9129;
2;249.2845;48.9366;
3;251.9035;49.0925;
4;252.3952;48.732;
5;252.6329;48.7321;
6;253.1342;48.9661;
7;253.193;49.4424;
8;257.9759;52.249;
9;262.1981;55.1083;
10;261.7655;55.4678;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB49664;;;
1;218.2704;50.4358;
2;218.2704;49.786;
3;220.5783;50.0914;
4;221.2248;49.6448;
5;221.4274;49.6437;
6;221.835;49.9421;
7;221.9033;50.427;
8;225.9598;52.466;
9;230.7437;54.9691;
10;230.461;55.3961;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB49658;;;
1;249.2845;34.8345;
2;249.2845;34.1879;
3;252.4887;34.4619;
4;252.827;34.0615;
5;253.2239;34.0555;
6;253.6309;34.3561;
7;253.5255;34.7625;
8;258.8921;38.7436;
9;264.9374;43.8402;
10;264.495;44.3101;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB49657;;;
1;214.875;35.116;
2;214.875;34.2224;
3;218.1013;34.4011;
4;218.2382;34.1254;
5;218.6644;34.1254;
6;219.1348;34.387;
7;219.1169;34.9883;
8;224.9762;38.891;
9;231.5184;43.8914;
10;231.1372;44.3044;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB49621;;;
1;249.1908;22.6254;
2;249.1908;21.6817;
3;251.8705;21.929;
4;252.3635;21.3974;
5;252.7418;21.3943;
6;253.1777;21.8223;
7;253.0009;22.3441;
8;259.0915;26.5254;
9;265.2547;30.9474;
10;264.892;31.3921;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB121993;;;
1;214.869;21.6039;
2;214.869;20.6574;
3;219.3082;20.9364;
4;219.5349;20.6309;
5;220.0127;20.6;
6;220.5068;21.1865;
7;220.4475;21.3864;
8;225.5523;25.0494;
9;230.8981;30.7181;
10;230.5255;31.2083;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB 46527;;;
1;178.9331;1.3168;
2;178.9331;2.4751;
3;180.1043;2.2471;
4;182.8205;2.8015;
5;183.1102;2.7938;
6;183.4321;2.398;
7;183.4535;1.9563;
8;189.7912;2.8356;
9;191.1149;5.7106;
10;190.9275;5.9468;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB 46529;;;
1;152.9381;0.6069;
2;152.9381;2.0841;
3;154.2683;1.9061;
4;156.9201;2.632;
5;157.098;2.6524;
6;157.3679;2.2665;
7;157.2444;1.9365;
8;163.2914;2.99;
9;164.7093;5.9959;
10;164.6023;6.1656;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB 46530;;;
1;170.0591;55.2481;
2;170.0591;53.8929;
3;171.9528;53.9576;
4;174.1626;53.6687;
5;174.3541;53.6695;
6;174.9272;54.1607;
7;174.8451;54.5248;
8;180.8803;59.9148;
9;182.2672;61.0173;
10;181.9833;61.442;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB 49639;;;
1;249.4308;17.481;
2;249.4308;18.3101;
3;251.2609;18.1091;
4;252.3639;18.7557;
5;252.677;18.7584;
6;252.9718;18.5217;
7;252.9338;18.0987;
8;257.9768;14.8308;
9;260.6843;13.0705;
10;259.9306;12.1031;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB 49644;;;
1;224.4143;18.1066;
2;224.4143;18.9297;
3;226.4105;18.7327;
4;227.1405;19.0867;
5;227.264;19.0849;
6;227.451;18.8734;
7;227.4306;18.6416;
8;231.1935;16.672;
9;233.9309;15.0166;
10;233.4999;14.2739;
Shape;;;Servidora
Decoration;;;Manganese
Origin;;;Barcelona
MCB 63847;;;
1;237.6371;29.924;
2;237.6371;31.366;
3;238.3542;31.3675;
4;240.9294;31.5814;
5;241.056;31.5764;
6;241.1653;31.5004;
7;241.3868;31.1127;
8;245.0012;29.9756;
9;245.2792;28.7074;
10;245.0317;28.4388;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB 18275;;;
1;127.5868;35.1668;
2;127.5868;36.4118;
3;128.1573;36.4161;
4;130.8688;36.646;
5;130.9863;36.6469;
6;131.2528;36.578;
7;131.7567;36.4018;
8;135.2044;34.6968;
9;135.2809;33.802;
10;134.9194;32.9855;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MHCB20409;;;
1;176.8637;10.133;
2;176.8637;8.8835;
3;177.1238;8.8843;
4;181.0662;8.5219;
5;181.1954;8.5215;
6;182.1142;8.9629;
7;182.0139;9.507;
8;187.7939;14.1546;
9;188.481;16.9784;
10;188.2728;17.209;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB100650;;;
1;263.029;171.791;
2;263.029;175.386;
3;230.598;174.111;
4;221.264;177.847;
5;218.854;177.794;
6;216.253;174.714;
7;213.034;172.024;
8;164.306;151.739;
9;117.277;135.578;
10;122.189;129.684;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB5406;;;
1;734.715;159.039;
2;734.715;166.382;
3;699.333;165.564;
4;693.468;169.4;
5;688.14;167.185;
6;688.641;164.236;
7;687.287;161.04;
8;662.241;143.398;
9;637.351;135.763;
10;641.089;129.993;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB4866;;;
1;734.686;269.405;
2;734.686;278.688;
3;666.129;277.408;
4;663.098;279.356;
5;654.2;278.125;
6;654.111;274.72;
7;652.194;271.546;
8;614.674;242.607;
9;565.219;229.747;
10;573.575;222.764;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB5147;;;
1;739.188;685.505;
2;739.188;697.268;
3;670.639;693.671;
4;667.065;697.247;
5;660.298;694.421;
6;660.549;691.035;
7;660.536;688.35;
8;617.36;661.176;
9;579.721;645.047;
10;585.17;639.046;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5159;;;
1;1207.224;136.643;
2;1207.224;143.837;
3;1130.146;139.911;
4;1124.115;149.844;
5;1116.806;148.603;
6;1117.735;143.622;
7;1115.092;137.398;
8;1082.293;120.589;
9;1031.662;107.61;
10;1044.809;102.345;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5198;;;
1;1207.737;236.186;
2;1207.737;246.607;
3;1127.99;242.005;
4;1119.87;247.228;
5;1115.673;247.228;
6;1113.049;241.1;
7;1110.116;236.79;
8;1078.839;223.072;
9;1028.728;209.158;
10;1036.045;202.487;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5620;;;
1;1197.97;663.286;
2;1197.97;672.127;
3;1130.142;667.806;
4;1123.799;674.935;
5;1116.758;674.471;
6;1115.91;668.538;
7;1113.379;662.885;
8;1070.33;640.963;
9;1028.335;626.324;
10;1034.094;618.446;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5140;;;
1;1197.974;750.608;
2;1197.974;758.884;
3;1128.432;756.128;
4;1124.526;757.525;
5;1120.506;757.527;
6;1118.29;755.403;
7;1117.61;749.653;
8;1079.309;731.138;
9;1028.244;708.966;
10;1032.76;702.291;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB100646;;;
1;1194.294;848.951;
2;1194.294;856.679;
3;1127.464;854.127;
4;1120.307;858.573;
5;1116.794;858.544;
6;1113.884;852.404;
7;1109.757;847.059;
8;1070.546;824.563;
9;1017.631;802.152;
10;1022.882;793.68;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Barcelona
MCB5437;;;
1;1195.313;949.906;
2;1195.313;955.176;
3;1117.219;952.425;
4;1113.263;959.585;
5;1109.456;959.592;
6;1108.19;958.395;
7;1105.928;947.613;
8;1066.939;928.526;
9;1007.173;903.795;
10;1013.978;898.172;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5115;;;
1;1195.295;1052.195;
2;1195.295;1057.333;
3;1117.556;1054.583;
4;1113.249;1059.826;
5;1109.801;1059.787;
6;1108.507;1054.324;
7;1107.884;1049.354;
8;1070.642;1033.241;
9;1015.953;1005.946;
10;1024.701;999.319;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18110;;;
1;1196.137;1295.364;
2;1196.137;1301.989;
3;1115.24;1295.463;
4;1107.459;1308.492;
5;1099.498;1307.208;
6;1099.979;1299.072;
7;1100.437;1291.729;
8;1069.78;1271.761;
9;1000.629;1240.401;
10;1007.226;1234.455;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5462;;;
1;1195.41;1425.841;
2;1195.41;1429.133;
3;1107.37;1424.431;
4;1105.693;1429.967;
5;1102.549;1429.962;
6;1101.154;1427.75;
7;1101.547;1419.414;
8;1062.552;1395.332;
9;1007.472;1372.242;
10;1012.025;1365.548;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5452;;;
1;1195.462;1551.719;
2;1195.462;1559.686;
3;1118.154;1555.032;
4;1111.803;1559.798;
5;1106.956;1556.795;
6;1106.727;1549.651;
7;1104.221;1541.463;
8;1065.276;1522.813;
9;1011.163;1494.949;
10;1020.976;1489.087;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5113;;;
1;1195.513;1700.819;
2;1195.513;1711.645;
3;1126.26;1705.298;
4;1123.586;1713.039;
5;1118.616;1712.996;
6;1116.568;1706.16;
7;1114.578;1700.573;
8;1064.968;1671.191;
9;1012.903;1651.765;
10;1014.206;1644.088;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18077;;;
1;1900.992;130.572;
2;1900.992;137.238;
3;1866.464;136.224;
4;1863.614;139.273;
5;1860.978;139.278;
6;1858.045;136.322;
7;1854.431;134.565;
8;1800.527;111.485;
9;1756.188;99.238;
10;1763.208;93.563;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5120;;;
1;1900.996;213.22;
2;1900.996;221.483;
3;1863.902;221.997;
4;1860.101;224.686;
5;1856.718;225.837;
6;1852.768;222.69;
7;1847.299;219.153;
8;1777.75;190.619;
9;1722.11;172.254;
10;1729.517;166.14;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5150;;;
1;1661.05;344.473;
2;1661.05;350.779;
3;1624.228;346.838;
4;1619.156;351.679;
5;1613.667;351.441;
6;1610.228;349.412;
7;1608.015;344.714;
8;1553.357;311.4;
9;1505.726;291.741;
10;1511.938;286.606;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5615;;;
1;1661.05;422.342;
2;1661.05;434.521;
3;1621.307;433.04;
4;1614.267;439.828;
5;1607.52;439.823;
6;1605.923;434.803;
7;1603.283;431.64;
8;1554.828;407.034;
9;1508.837;383.063;
10;1515.608;379.166;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5152;;;
1;1660.016;526.03;
2;1660.016;538.591;
3;1623.137;537.352;
4;1620.929;539.682;
5;1617.118;539.164;
6;1615.654;534.43;
7;1613.734;531.217;
8;1551.627;507.128;
9;1495.456;482.981;
10;1499.824;476.39;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5123;;;
1;2084.004;343.335;
2;2084.004;351.411;
3;2047.361;350.984;
4;2042.472;354.325;
5;2036.063;354.101;
6;2033.399;352.48;
7;2033.79;348.35;
8;1977.809;317.043;
9;1933.342;299.879;
10;1933.259;295.507;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5624;;;
1;2083.615;443.521;
2;2083.615;449.496;
3;2053.812;448.388;
4;2051.582;453.169;
5;2045.723;453.47;
6;2043.639;452.038;
7;2040.298;444.681;
8;1982.248;415.389;
9;1935.839;398.808;
10;1942.702;392.546;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5121;;;
1;2083.593;542.859;
2;2083.593;550.466;
3;2043.734;549.137;
4;2040.403;551.201;
5;2037.364;551.002;
6;2035.714;548.459;
7;2033.614;546.563;
8;1983.049;512.8;
9;1937.488;497.833;
10;1937.832;492.515;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5405;;;
1;1883.478;671.311;
2;1883.478;681.836;
3;1789.182;672.061;
4;1785.142;680.451;
5;1779.247;680.703;
6;1776.74;677.141;
7;1780.807;667.286;
8;1757.693;651.233;
9;1691.818;615.03;
10;1694.025;608.704;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5118;;;
1;1692.598;778.348;
2;1692.598;787.498;
3;1623.1;788.212;
4;1615.765;790.363;
5;1615.128;790.354;
6;1611.446;786.961;
7;1608.462;782.508;
8;1575.4;764.971;
9;1523.287;741.824;
10;1532.437;734.519;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18094;;;
1;1694.361;853.496;
2;1694.361;865.744;
3;1618.259;861.604;
4;1613.847;867.907;
5;1606.419;867.902;
6;1605.721;860.36;
7;1600.743;852.614;
8;1556.855;835.154;
9;1504.405;811.325;
10;1514.541;804.723;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5188;;;
1;1697.027;954.131;
2;1697.027;959.344;
3;1621.31;953.026;
4;1616.433;958.979;
5;1611.652;958.655;
6;1609.866;952.848;
7;1606.73;946.438;
8;1563.308;925.738;
9;1514.455;905.76;
10;1524.516;898.779;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5413;;;
1;1697.16;1061.197;
2;1697.16;1066.775;
3;1615.705;1064.498;
4;1613.577;1071.891;
5;1608.702;1071.717;
6;1606.417;1068.866;
7;1606.41;1057.397;
8;1580.21;1043.728;
9;1514.19;1009.221;
10;1516.193;1002.777;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5446;;;
1;1697.14;1166.942;
2;1697.14;1173.232;
3;1614.957;1167.492;
4;1605.666;1171.848;
5;1600.928;1171.88;
6;1598.97;1170.854;
7;1599.488;1161.377;
8;1567.163;1142.881;
9;1512.454;1117.788;
10;1515.386;1111.53;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB38313;;;
1;1697.175;1284.642;
2;1697.175;1293.803;
3;1618.623;1289.162;
4;1610.123;1297.311;
5;1604.129;1296.461;
6;1603.425;1291.064;
7;1602.078;1285.598;
8;1576.465;1268.614;
9;1514.026;1232.163;
10;1523.959;1227.529;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5461;;;
1;1697.153;1408.824;
2;1697.153;1414.314;
3;1619.927;1408.561;
4;1610.589;1415.95;
5;1607.426;1414.339;
6;1606.39;1407.227;
7;1602.629;1401.585;
8;1569.936;1386.355;
9;1506.748;1352.805;
10;1511.722;1346.867;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5458;;;
1;1701.3;1525.916;
2;1701.3;1531.772;
3;1612.769;1523.25;
4;1607.663;1529.138;
5;1601.757;1528.677;
6;1601.361;1523.7;
7;1601.687;1518.149;
8;1560.108;1489.91;
9;1505.197;1467.904;
10;1517.359;1461.625;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5453;;;
1;2107.776;810.477;
2;2107.776;817.273;
3;2030.494;809.432;
4;2022.684;817.633;
5;2017.044;817.32;
6;2014.054;815.484;
7;2008.732;806.124;
8;1962.59;785.664;
9;1910.068;765.746;
10;1925.455;759.458;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5439;;;
1;2110.068;930.525;
2;2110.068;937.195;
3;2038.461;929.482;
4;2029.538;937.862;
5;2022.567;936.663;
6;2022.799;930.13;
7;2019.597;924.856;
8;1973.334;904.532;
9;1914.509;883.732;
10;1923.942;878.561;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5154;;;
1;2117.133;1041.245;
2;2117.133;1048.955;
3;2037.416;1041.75;
4;2033.306;1050.977;
5;2027.476;1050.994;
6;2026.198;1049.289;
7;2025.795;1038.334;
8;1989.055;1020.018;
9;1939.206;998.259;
10;1945.976;992.341;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5613;;;
1;2117.155;1141.323;
2;2117.155;1148.015;
3;2028.464;1141.4;
4;2022.845;1149.082;
5;2018.19;1148.929;
6;2017.829;1146.275;
7;2015.949;1136.656;
8;1979.195;1117.307;
9;1924.246;1092.952;
10;1934.264;1087.1;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5187;;;
1;2117.164;1242.411;
2;2117.164;1249.786;
3;2049.902;1246.428;
4;2041.738;1251.626;
5;2037.791;1251.692;
6;2035.915;1250.057;
7;2034.086;1239.26;
8;1993.577;1218.984;
9;1937.895;1190.722;
10;1947.294;1183.986;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5417;;;
1;2118.445;1378.509;
2;2118.445;1383.794;
3;2045.128;1375.35;
4;2037.758;1382.067;
5;2034.109;1379.929;
6;2034.164;1375.622;
7;2032.656;1372.159;
8;2001.581;1353.96;
9;1938.595;1317.909;
10;1944.062;1312.482;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5619;;;
1;2118.5;1491.35;
2;2118.5;1498.008;
3;2044.786;1489.434;
4;2033.813;1496.381;
5;2031.268;1496.422;
6;2028.888;1494.651;
7;2024.586;1482.874;
8;1995.001;1467.374;
9;1932.04;1430.512;
10;1934.909;1422.81;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5451;;;
1;1680.625;1898.762;
2;1680.625;1903.186;
3;1599.067;1899.019;
4;1595.207;1909.872;
5;1590.891;1910.029;
6;1588.405;1908.119;
7;1585.658;1892.639;
8;1559.259;1875.071;
9;1499.555;1845.556;
10;1505.629;1837.579;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18099;;;
1;1680.603;2004.142;
2;1680.603;2013.953;
3;1600.438;2010.176;
4;1596.308;2015.438;
5;1591.729;2015.596;
6;1589.645;2006.169;
7;1583.656;1997.916;
8;1553.551;1982.689;
9;1499.444;1957.002;
10;1510.844;1950.597;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5611;;;
1;2092.493;1894.813;
2;2092.493;1900.425;
3;2014.482;1898.992;
4;2007.414;1904.852;
5;2005.797;1904.876;
6;2003.218;1902.175;
7;2002.561;1891.154;
8;1966.277;1871.148;
9;1910.111;1842.932;
10;1916.92;1837.781;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5407;;;
1;2092.398;2004.005;
2;2092.398;2012.813;
3;2012.101;2007.66;
4;2002.888;2013.025;
5;1997.8;2008.87;
6;1999.299;2003.44;
7;1997.557;1996.78;
8;1966.175;1979.786;
9;1909.433;1950.221;
10;1916.249;1946.016;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5414;;;
1;1677.878;2148.574;
2;1677.878;2158.452;
3;1610.99;2156.176;
4;1606.611;2160.543;
5;1602.014;2160.532;
6;1599.371;2157.606;
7;1596.278;2154.435;
8;1554.61;2130.175;
9;1506.558;2110.421;
10;1515.18;2104.355;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5459;;;
1;2093.483;2158.011;
2;2093.483;2163.546;
3;2019.547;2158.857;
4;2014.26;2165.746;
5;2007.89;2164.442;
6;2007.668;2158.468;
7;2004.821;2153.242;
8;1961.013;2131.655;
9;1910.398;2106.207;
10;1919.829;2098.881;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18100;;;
1;2093.527;2263.278;
2;2093.527;2270.984;
3;2018.061;2266.198;
4;2014.004;2273.245;
5;2008.985;2273.315;
6;2006.596;2265.017;
7;2000.763;2260.158;
8;1957.302;2241.77;
9;1903.421;2213.951;
10;1912.89;2209.21;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5189;;;
1;2093.527;2338.343;
2;2093.527;2356.775;
3;2022.942;2354.054;
4;2014.408;2364.789;
5;2007.308;2364.545;
6;2006.499;2355.793;
7;2004.867;2347.031;
8;1970.834;2325.943;
9;1913.286;2298.268;
10;1918.582;2292.582;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB4868;;;
1;2632.75;215.973;
2;2632.75;225.696;
3;2586.6;222.201;
4;2582.869;225.965;
5;2574.699;226.12;
6;2572.64;224.816;
7;2570.922;217.675;
8;2492.384;175.328;
9;2445.761;161.353;
10;2457.024;152.888;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB5612;;;
1;2633.044;374.873;
2;2633.044;382.399;
3;2552.602;378.862;
4;2548.121;383.787;
5;2544.86;384.003;
6;2541.787;379.637;
7;2540.393;369.562;
8;2502.396;352.072;
9;2446.411;327.376;
10;2452.988;320.947;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18115;;;
1;3191.563;151.896;
2;3191.563;160.748;
3;3133.837;159.022;
4;3128.715;168.077;
5;3126.406;168.077;
6;3123.055;166.301;
7;3123.679;155.412;
8;3104.653;146.093;
9;3040.763;112.472;
10;3044.123;105.859;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB153640;;;
1;3194.148;293.855;
2;3194.148;298.912;
3;3110.813;293.57;
4;3106.376;301.372;
5;3101.924;301.386;
6;3099.09;299.188;
7;3098.509;288.988;
8;3072.463;270.755;
9;3004.43;231.337;
10;3015.14;225.53;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18131;;;
1;3188.847;491.574;
2;3188.847;498.159;
3;3112.112;494.268;
4;3108.27;498.459;
5;3105.05;498.43;
6;3101.54;495.198;
7;3100.697;485.96;
8;3057.657;471.179;
9;3003.135;446.769;
10;3009.222;441.203;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46528;;;
1;382.753;200.532;
2;382.753;217.792;
3;367.15;216.41;
4;361.909;220.02;
5;335.578;220.02;
6;332.999;214.121;
7;333.105;211.084;
8;280.766;163.163;
9;270.661;141.286;
10;272.648;137.551;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB46529;;;
1;878.906;195.098;
2;878.906;209.841;
3;866.358;208.053;
4;860.821;212.154;
5;837.061;215.327;
6;834.59;211.808;
7;835.728;208.15;
8;773.143;156.72;
9;761.349;128.37;
10;762.736;127.546;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB46527;;;
1;879.088;335.408;
2;879.088;346.906;
3;865.229;345.365;
4;861.568;348.366;
5;837.189;350.145;
6;834.159;346.391;
7;834.203;342.331;
8;768.521;291.2;
9;758.007;263.177;
10;760.075;262.547;
Shape;;;Servidora
Decoration;;;Blue
Origin;;;Barcelona
MCB49655;;;
1;1425.251;212.753;
2;1425.251;227.669;
3;1398.56;224.095;
4;1392.911;229.842;
5;1386.748;229.842;
6;1384.586;227.214;
7;1385.747;223.322;
8;1321.588;181.795;
9;1305.176;140.574;
10;1307.662;138.619;
Shape;;;Servidora
Decoration;;;GreenManganese
Origin;;;Barcelona
