;x;y;Information
2;671.744;-2166.418;
3;642.728;-2170.033;
4;639.244;-2164.654;
5;626.879;-2164.711;
6;623.707;-2165.029;
7;607.866;-2167.856;
8;575.357;-2186.825;
9;523.283;-2211.632;
10;522.513;-2217.505;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5443;;;
1;668.361;-2027.013;
2;668.361;-2015.989;
3;644.46;-2019.693;
4;639.43;-2015.623;
5;636.272;-2015.623;
6;633.846;-2015.817;
7;614.029;-2017.982;
8;573.772;-2039.228;
9;525.221;-2064.849;
10;528.454;-2071.145;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5178;;;
1;681.974;-1866.604;
2;681.974;-1862.338;
3;651.371;-1864.509;
4;647.017;-1859.265;
5;643.765;-1859.265;
6;638.729;-1859.64;
7;621.804;-1862.525;
8;588.057;-1880.102;
9;532.749;-1905.652;
10;537.775;-1912.45;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB14570;;;
1;680.149;-1733.954;
2;680.149;-1728.898;
3;650.09;-1732.955;
4;642.357;-1726.399;
5;640.638;-1726.399;
6;637.323;-1726.859;
7;619.592;-1730.316;
8;581.964;-1752.396;
9;534.423;-1777.406;
10;540.388;-1782.93;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18065;;;
1;678.134;-1633.031;
2;678.134;-1620.772;
3;649.876;-1622.502;
4;645.644;-1618.761;
5;643.724;-1618.761;
6;637.565;-1619.273;
7;620.367;-1622.448;
8;592.701;-1637.091;
9;527.276;-1670.94;
10;527.955;-1678.549;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5162;;;
1;677.513;-1442.058;
2;677.513;-1433.283;
3;614.281;-1434.228;
4;608.719;-1428.719;
5;605.326;-1428.719;
6;604.193;-1430.067;
7;600.532;-1437.928;
8;551.858;-1459.19;
9;523.901;-1484.083;
10;524.926;-1494.569;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5623;;;
1;2823.663;-2504.392;
2;2823.663;-2496.072;
3;2790.895;-2498.702;
4;2786.849;-2496.072;
5;2783.895;-2496.072;
6;2779.257;-2496.323;
7;2771.181;-2497.703;
8;2727.266;-2515.02;
9;2674.746;-2547.343;
10;2678.057;-2552.166;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB49654;;;
1;-1284.427;-1886.407;
2;-1284.427;-1874.633;
3;-1304.888;-1877.544;
4;-1313.222;-1871.547;
5;-1315.692;-1871.547;
6;-1318.337;-1877.638;
7;-1318.736;-1879.809;
8;-1363.816;-1899.424;
9;-1399.741;-1913.747;
10;-1397.661;-1920.112;
Shape;;;Plat
Decoration;;;GreenManganese
Origin;;;Barcelona
MCB63659;;;
1;-818.305;-2354.016;
2;-818.305;-2350.091;
3;-845.821;-2344.182;
4;-849.173;-2340.081;
5;-850.363;-2340.081;
6;-850.656;-2340.836;
7;-850.363;-2343.035;
8;-879.342;-2355.447;
9;-880.342;-2370.024;
10;-877.571;-2373.336;
Shape;;;Escudella
Decoration;;;White
Origin;;;Barcelona
MCB63670;;;
1;-731.143;-2125.488;
2;-731.261;-2105.261;
3;-754.779;-2111.141;
4;-765.891;-2100.322;
5;-770.272;-2101.322;
6;-772.477;-2105.144;
7;-771.139;-2110.011;
8;-820.052;-2130.725;
9;-852.908;-2150.798;
10;-850.936;-2154.152;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46541;;;
1;-731.143;-2023.351;
2;-731.143;-2005.712;
3;-746.313;-2004.33;
4;-763.305;-2001.949;
5;-763.638;-2001.907;
6;-767.45;-2004.536;
7;-766.774;-2009.71;
8;-819.783;-2035.149;
9;-832.93;-2038.768;
10;-829.476;-2043.655;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46535;;;
1;-731.143;-1906.074;
2;-731.143;-1893.242;
3;-734.715;-1893.021;
4;-761.86;-1890.433;
5;-763.072;-1890.464;
6;-765.932;-1892.349;
7;-764.966;-1897.343;
8;-811.885;-1920.935;
9;-830.185;-1924.507;
10;-829.392;-1929.181;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB63657;;;
1;-731.143;-1787.537;
2;-731.143;-1773.96;
3;-737.184;-1773.916;
4;-758.244;-1772.158;
5;-761.831;-1772.158;
6;-766.092;-1776.274;
7;-765.933;-1779.823;
8;-803.932;-1799.866;
9;-819.503;-1802.373;
10;-818.716;-1808.941;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB63653;;;
1;-403.658;-2142.976;
2;-403.658;-2131.584;
3;-429.646;-2134.45;
4;-435.232;-2127.307;
5;-441.376;-2127.307;
6;-443.382;-2130.54;
7;-442.581;-2136.42;
8;-489.353;-2162.055;
9;-532.892;-2185.897;
10;-526.322;-2191.153;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB44898;;;
1;-492.373;-2001.829;
2;-492.373;-1980.486;
3;-509.483;-1985.116;
4;-519.678;-1975.446;
5;-520.551;-1975.459;
6;-524.784;-1978.942;
7;-523.814;-1983.881;
8;-565.839;-2003.063;
9;-578.705;-2007.608;
10;-578.228;-2011.839;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46539;;;
1;-496.439;-1903.964;
2;-496.439;-1892.234;
3;-518.443;-1888.662;
4;-530.629;-1887.18;
5;-531.158;-1887.18;
6;-534.289;-1890.25;
7;-533.979;-1893.453;
8;-572.286;-1917.061;
9;-598.259;-1926.195;
10;-595.997;-1931.196;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46534;;;
1;-496.439;-1806.664;
2;-496.439;-1792.376;
3;-503.671;-1792.258;
4;-525.573;-1790.612;
5;-530.041;-1790.612;
6;-533.039;-1793.67;
7;-531.811;-1796.844;
8;-570.492;-1816.805;
9;-600.477;-1828.966;
10;-597.701;-1833.325;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB63656;;;
1;-496.439;-1728.353;
2;-496.439;-1709.656;
3;-505.552;-1709.068;
4;-530.379;-1706.453;
5;-532.701;-1706.453;
6;-534.495;-1709.099;
7;-535.566;-1713.448;
8;-584.367;-1740.582;
9;-601.418;-1746.932;
10;-598.302;-1752.4;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46540;;;
1;-493.316;-1656.226;
2;-493.316;-1643.526;
3;-503.238;-1643.394;
4;-524.08;-1641.101;
5;-525.327;-1641.101;
6;-528.343;-1643.68;
7;-527.419;-1646.916;
8;-574.808;-1669.058;
9;-591.697;-1671.881;
10;-588.47;-1676.453;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5132;;;
1;121.773;-2219.411;
2;121.773;-2214.531;
3;39.634;-2210.709;
4;36.341;-2206.005;
5;34.754;-2206.005;
6;32.008;-2209.955;
7;31.464;-2223.698;
8;-9.454;-2246.367;
9;-66.292;-2267.337;
10;-62.625;-2272.657;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5617;;;
1;819.353;-2395.296;
2;819.353;-2388.373;
3;743.193;-2391.296;
4;738.567;-2383.787;
5;736.451;-2383.787;
6;732.117;-2388.467;
7;726.749;-2397.06;
8;685.881;-2421.021;
9;627.198;-2446.405;
10;628.678;-2453.029;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18098;;;
1;839.445;-2276.301;
2;839.445;-2266.997;
3;764.788;-2266.757;
4;760.422;-2263.16;
5;758.791;-2263.16;
6;754.954;-2267.526;
7;754.51;-2273.738;
8;699.808;-2301.139;
9;650.33;-2326.632;
10;653.419;-2330.732;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB9118;;;
1;866.73;-2175.779;
2;866.73;-2165.606;
3;782.945;-2170.016;
4;777.241;-2161.079;
5;773.243;-2161.079;
6;770.783;-2163.653;
7;771.582;-2174.418;
8;739.454;-2192.097;
9;687.493;-2218.264;
10;688.202;-2225.501;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB45223;;;
1;1288.541;-2384.822;
2;1288.541;-2373.665;
3;1206.829;-2378.119;
4;1202.348;-2371.13;
5;1200.937;-2371.13;
6;1194.57;-2375.826;
7;1194.835;-2383.323;
8;1154.01;-2403.045;
9;1094.734;-2432.586;
10;1095.278;-2440.362;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB4855;;;
1;1313.45;-2240.955;
2;1313.45;-2234.87;
3;1235.655;-2236.625;
4;1233.061;-2228.872;
5;1227.902;-2228.872;
6;1225.958;-2232.698;
7;1222.727;-2244.284;
8;1183.672;-2257.756;
9;1130.8;-2281.569;
10;1131.734;-2287.039;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB18143;;;
1;1611.33;-2314.094;
2;1611.33;-2306.421;
3;1548.238;-2308.891;
4;1545.46;-2302.276;
5;1540.918;-2302.276;
6;1538.46;-2304.941;
7;1539.419;-2309.508;
8;1518.429;-2323.707;
9;1466.335;-2354.991;
10;1468.028;-2361.154;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18118;;;
1;1611.835;-2173.665;
2;1611.835;-2164.802;
3;1548.069;-2168.064;
4;1544.411;-2163.655;
5;1542.338;-2163.655;
6;1539.793;-2166.063;
7;1539.486;-2174.001;
8;1519.189;-2185.286;
9;1469.708;-2211.115;
10;1469.708;-2215.99;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5477;;;
1;682.017;-2059.902;
2;682.017;-2053.317;
3;606.866;-2055.434;
4;599.819;-2048.907;
5;598.173;-2048.907;
6;593.983;-2052.528;
7;594.165;-2061.232;
8;551.164;-2078.922;
9;487.885;-2106.15;
10;491.517;-2110.173;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB4860;;;
1;1087.488;-2083.622;
2;1087.488;-2070.599;
3;1027.898;-2071.246;
4;1023.87;-2067.306;
5;1022.518;-2067.306;
6;1019.902;-2070.099;
7;1020.354;-2077.557;
8;980.28;-2096.05;
9;942.802;-2109.269;
10;942.896;-2116.398;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB121972;;;
1;540.742;-1907.128;
2;540.742;-1894.296;
3;518.498;-1898.333;
4;512.211;-1888.607;
5;506.126;-1889.092;
6;501.131;-1896.441;
7;502.113;-1899.355;
8;459.246;-1925.978;
9;417.908;-1958.571;
10;421.126;-1962.43;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18123;;;
1;766.663;-1864.853;
2;766.663;-1855.564;
3;724.521;-1856.608;
4;719.978;-1852.153;
5;717.596;-1852.153;
6;714.721;-1856.56;
7;713.823;-1861.131;
8;699.476;-1869.276;
9;662.157;-1886.546;
10;664.629;-1889.064;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18126;;;
1;766.663;-1754.106;
2;766.663;-1745.286;
3;727.152;-1745.57;
4;722.155;-1741.758;
5;720.999;-1741.758;
6;720.161;-1744.11;
7;718.744;-1747.932;
8;701.459;-1755.023;
9;665.299;-1772.038;
10;666.43;-1776.451;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB63748;;;
1;742.638;-1674.005;
2;742.638;-1666.92;
3;701.949;-1668.39;
4;698.258;-1664.943;
5;697.211;-1664.943;
6;695.491;-1667.624;
7;694.672;-1671.617;
8;677.98;-1679.969;
9;635.86;-1695.471;
10;637.257;-1700.029;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18152;;;
1;744.83;-1606.484;
2;744.83;-1587.611;
3;704.393;-1589.463;
4;701.658;-1586.42;
5;700.83;-1586.345;
6;696.764;-1588.89;
7;696.764;-1592.55;
8;680.735;-1602.649;
9;641.437;-1622.887;
10;642.745;-1627.387;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB12532;;;
1;744.83;-1448.26;
2;744.83;-1441.734;
3;703.55;-1444.213;
4;699.44;-1440.426;
5;697.876;-1440.426;
6;694.613;-1444.604;
7;694.449;-1446.341;
8;677.545;-1456.419;
9;637.144;-1471.411;
10;638.109;-1476.753;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB46593;;;
1;737.264;-1362.791;
2;737.264;-1349.033;
3;700.31;-1349.209;
4;696.288;-1345.797;
5;695.788;-1345.797;
6;693.701;-1346.916;
7;690.96;-1353.178;
8;668.836;-1364.452;
9;629.71;-1378.931;
10;631.142;-1383.104;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18151;;;
1;769.955;-1231.71;
2;769.955;-1222.758;
3;728.545;-1222.299;
4;724.006;-1219.451;
5;719.905;-1219.873;
6;719.307;-1222.207;
7;718.458;-1225.655;
8;703.816;-1233.029;
9;661.863;-1255.936;
10;664.656;-1258.087;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18137;;;
1;770.164;-1111.67;
2;770.164;-1106.143;
3;711.212;-1109.392;
4;704.752;-1104.88;
5;701.989;-1104.88;
6;700.522;-1107.172;
7;701.224;-1113.053;
8;683.099;-1123.403;
9;621.681;-1154.457;
10;622.246;-1160.65;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB5621;;;
1;778.582;-989.5;
2;778.582;-980.593;
3;742.163;-982.553;
4;733.691;-977.859;
5;730.604;-977.859;
6;725.573;-979.644;
7;723.658;-985.655;
8;672.356;-1014.255;
9;632.885;-1036.993;
10;634.993;-1042.938;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB4853;;;
1;1032.483;-1897.792;
2;1032.483;-1893.339;
3;969.184;-1898.226;
4;963.515;-1892.56;
5;960.061;-1892.56;
6;959.031;-1895.454;
7;957.209;-1902.555;
8;922.666;-1918.456;
9;882.906;-1940.082;
10;883.613;-1945.013;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB4848;;;
1;1490.09;-1925.827;
2;1490.09;-1916.89;
3;1406.358;-1917.813;
4;1402.072;-1911.098;
5;1398.368;-1911.098;
6;1396.633;-1914.302;
7;1396.854;-1921.49;
8;1358.137;-1945.7;
9;1303.588;-1973.437;
10;1305.375;-1979.115;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB4843;;;
1;1478.33;-1757.128;
2;1478.33;-1746.662;
3;1407.775;-1750.278;
4;1400.719;-1745.692;
5;1395.986;-1745.692;
6;1395.468;-1747.379;
7;1393.576;-1754.601;
8;1347.5;-1774.61;
9;1292.431;-1801.154;
10;1294.026;-1805.51;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB40109;;;
1;1062.193;-1705.729;
2;1062.193;-1699.232;
3;1025.826;-1700.526;
4;1023.445;-1695.264;
5;1020.594;-1695.264;
6;1018.536;-1696.969;
7;1017.771;-1702.496;
8;1000.212;-1714.486;
9;965.428;-1732.79;
10;969.208;-1737.141;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB17759;;;
1;1084.911;-1514.794;
2;1084.911;-1508.709;
3;1007.961;-1507.739;
4;999.097;-1499.228;
5;995.04;-1499.228;
6;993.321;-1503.02;
7;992.404;-1513.991;
8;928.088;-1549.313;
9;894.234;-1564.183;
10;896.931;-1570.524;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB17757;;;
1;1084.051;-1285.796;
2;1084.051;-1278.8;
3;1012.5;-1283.216;
4;1006.852;-1273.195;
5;1001.208;-1273.195;
6;993.094;-1278.211;
7;994.976;-1289.558;
8;969.139;-1310.455;
9;906.192;-1355.822;
10;911.276;-1361.197;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB40110;;;
1;1087.489;-1168.908;
2;1087.489;-1162.029;
3;1048.722;-1162.441;
4;1045.331;-1157.384;
5;1043.097;-1157.384;
6;1040.863;-1159.707;
7;1041.392;-1163.411;
8;1026.487;-1170.908;
9;984.064;-1203.922;
10;985.56;-1207.611;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB142590;;;
1;1088.12;-1039.923;
2;1088.12;-1028.855;
3;1042.746;-1029.166;
4;1038.189;-1025.239;
5;1037.452;-1025.239;
6;1035.072;-1028.467;
7;1033.45;-1032.844;
8;1016.638;-1042.437;
9;976.906;-1069.725;
10;977.775;-1074.28;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB14579;;;
1;1478.33;-1422.035;
2;1478.33;-1409.923;
3;1436.357;-1415.744;
4;1430.529;-1403.867;
5;1424.12;-1403.867;
6;1422.709;-1405.571;
7;1419.431;-1416.079;
8;1351.451;-1460.262;
9;1325.93;-1476.954;
10;1328.243;-1483.375;
Shape;;;Plat
Decoration;;;Polychrome
Origin;;;Barcelona
MCB18146;;;
1;1515.445;-1189.694;
2;1515.445;-1179.115;
3;1449.564;-1184.578;
4;1443.434;-1179.155;
5;1439.907;-1179.155;
6;1436.993;-1181.425;
7;1436.68;-1183.955;
8;1416.05;-1203.364;
9;1361.458;-1233.218;
10;1363.457;-1238.084;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB12535;;;
1;2792.739;-2400.778;
2;2792.739;-2394.164;
3;2751.787;-2393.958;
4;2749.729;-2390.636;
5;2746.407;-2390.636;
6;2744.45;-2393.018;
7;2743.82;-2397.104;
8;2717.479;-2410.745;
9;2688.581;-2426.003;
10;2688.974;-2430.245;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18082;;;
1;2804.498;-2214.982;
2;2804.498;-2207.662;
3;2744.261;-2210.264;
4;2741.219;-2204.928;
5;2738.22;-2204.928;
6;2735.442;-2207.971;
7;2734.579;-2213.829;
8;2719.082;-2223.669;
9;2662.02;-2256.301;
10;2663.994;-2263.209;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB63755;;;
1;2808.57;-2123.517;
2;2808.57;-2114.521;
3;2772.454;-2117.33;
4;2767.844;-2113.667;
5;2766.984;-2113.667;
6;2765.582;-2114.173;
7;2762.178;-2116.366;
8;2745.541;-2127.28;
9;2706.618;-2151.504;
10;2708.411;-2156.205;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB12529;;;
1;2808.853;-2031.946;
2;2808.853;-2023.214;
3;2765.681;-2024.008;
4;2760.919;-2018.937;
5;2758.273;-2018.937;
6;2756.156;-2020.919;
7;2755.495;-2026.478;
8;2725.915;-2041.788;
9;2703.636;-2052.01;
10;2705.665;-2056.155;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18120;;;
1;2835.531;-1911.975;
2;2835.531;-1899.568;
3;2778.499;-1901.038;
4;2774.149;-1894.88;
5;2772.813;-1894.88;
6;2769.749;-1897.1;
7;2769.12;-1904.449;
8;2746.094;-1916.536;
9;2676.399;-1964.308;
10;2678.41;-1968.168;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB4836;;;
1;2835.236;-1753.712;
2;2835.236;-1745.95;
3;2756.037;-1751.301;
4;2750.229;-1744.015;
5;2748.485;-1744.015;
6;2746.205;-1746.724;
7;2747.218;-1750.301;
8;2704.356;-1770.88;
9;2647.841;-1792.609;
10;2649.792;-1798.749;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18132;;;
1;2850.88;-1539.984;
2;2850.88;-1529.166;
3;2773.151;-1532.165;
4;2769.565;-1527.638;
5;2768.064;-1527.589;
6;2762.508;-1531.652;
7;2763.764;-1540.99;
8;2734.875;-1560.505;
9;2667.082;-1594.077;
10;2668.404;-1600.61;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
MCB18106;;;
1;2839.121;-1400.226;
2;2839.121;-1392.245;
3;2760.716;-1397.933;
4;2751.748;-1387.483;
5;2750.043;-1387.424;
6;2746.781;-1391.275;
7;2747.708;-1401.682;
8;2716.884;-1416.19;
9;2642.131;-1451.134;
10;2643.527;-1457.38;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Barcelona
18 lerma;;;
1;-1484.8;-264.52;
2;-1484.8;-261.99;
3;-1498.569;-261.651;
4;-1510.754;-252.758;
5;-1511.49;-252.79;
6;-1513.439;-254.335;
7;-1511.204;-261.646;
8;-1539.616;-277.422;
9;-1554.108;-304.405;
10;-1552.683;-307.55;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
20 lerma;;;
1;-1484.5;-173.86;
2;-1484.5;-166.92;
3;-1497.417;-171.155;
4;-1509.289;-161.504;
5;-1511.71;-161.446;
6;-1513.92;-164.905;
7;-1513.471;-171.196;
8;-1538.336;-188.052;
9;-1550.779;-216.309;
10;-1549.246;-219.234;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
23 lerma;;;
1;-1484.629;-83.613;
2;-1484.629;-74.083;
3;-1500.892;-79.043;
4;-1508.644;-71.306;
5;-1513.197;-71.524;
6;-1514.339;-73.198;
7;-1513.156;-78.452;
8;-1551.328;-102.895;
9;-1555.816;-124.503;
10;-1554.961;-125.626;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB44676;;;
1;-1484.232;12.363;
2;-1484.232;20.604;
3;-1496.405;18.113;
4;-1509.367;26.909;
5;-1512.023;26.909;
6;-1515.294;24.111;
7;-1514.301;20.478;
8;-1543.704;2.604;
9;-1559.734;-30.052;
10;-1557.927;-33.017;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB44675;;;
1;-1481.684;134.318;
2;-1481.684;144.68;
3;-1494.781;140.888;
4;-1509.686;150.546;
5;-1511.736;149.95;
6;-1512.288;146.025;
7;-1510.325;138.683;
8;-1532.837;126.622;
9;-1551.777;79.196;
10;-1550.347;76.805;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB44680;;;
1;-1481.154;219.44;
2;-1481.154;238.519;
3;-1488.648;237.774;
4;-1501.657;249.269;
5;-1506.05;249.9;
6;-1508.064;246.648;
7;-1505.965;237.982;
8;-1528.706;222.09;
9;-1548.744;191.175;
10;-1547.084;189.112;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB20050;;;
1;-1484.799;332.828;
2;-1484.799;341.058;
3;-1497.071;338.894;
4;-1504.335;345.425;
5;-1506.125;345.381;
6;-1508.15;341.447;
7;-1507.092;336.78;
8;-1532.724;320.908;
9;-1550.319;294.161;
10;-1549.612;292.263;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19590;;;
1;-1117.328;395.941;
2;-1117.328;402.828;
3;-1130.318;399.762;
4;-1146.054;412.51;
5;-1148.731;412.51;
6;-1150.179;410.539;
7;-1146.963;403.753;
8;-1175.587;384.962;
9;-1198.217;345.747;
10;-1197.249;343.665;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB20052;;;
1;-1305.222;15.584;
2;-1305.222;20.631;
3;-1324.195;18.167;
4;-1337.616;31.047;
5;-1340.351;30.473;
6;-1341.194;28.886;
7;-1342.782;18.251;
8;-1366.618;5.557;
9;-1389.069;-29.64;
10;-1387.583;-32.358;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19661;;;
1;-1296.064;-158.012;
2;-1296.064;-150.493;
3;-1310.756;-152.989;
4;-1322.523;-142.198;
5;-1326.612;-141.939;
6;-1329.409;-144.043;
7;-1327.692;-148.895;
8;-1356.666;-170.466;
9;-1377.157;-207.1;
10;-1375.714;-209.362;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19662;;;
1;-1305.222;-258.668;
2;-1305.222;-246.056;
3;-1322.364;-249.603;
4;-1333.738;-244.498;
5;-1337.266;-244.498;
6;-1338.971;-247.732;
7;-1336.56;-252.759;
8;-1373.161;-280.393;
9;-1380.069;-306.91;
10;-1378.476;-308.589;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19577;;;
1;-1117.642;-268.201;
2;-1117.642;-263.755;
3;-1126.155;-265.808;
4;-1137.112;-255.958;
5;-1141.003;-255.958;
6;-1142.869;-257.596;
7;-1143.143;-264.863;
8;-1167.259;-282.514;
9;-1172.976;-304.222;
10;-1171.603;-305.595;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19277;;;
1;-1118.122;-184.778;
2;-1118.122;-176.576;
3;-1126.357;-178.952;
4;-1136.981;-173.445;
5;-1139.582;-173.695;
6;-1141.317;-175.988;
7;-1139.465;-181.426;
8;-1171.931;-205.311;
9;-1174.199;-221.658;
10;-1172.749;-223.13;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19281;;;
1;-1117.328;-102.392;
2;-1117.328;-98.439;
3;-1126.626;-99.468;
4;-1137.108;-90.92;
5;-1138.42;-90.88;
6;-1140.653;-93.323;
7;-1138.277;-97.323;
8;-1172.933;-123.767;
9;-1176.406;-140.133;
10;-1174.573;-142.622;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB20064;;;
1;-1117.589;-19.54;
2;-1117.589;-10.535;
3;-1125.989;-12.33;
4;-1137.804;-5.647;
5;-1143.644;-5.647;
6;-1146.173;-8.347;
7;-1146.22;-14.495;
8;-1173.443;-36.399;
9;-1174.382;-53.1;
10;-1173.314;-54.568;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB44661;;;
1;-1116.197;62.042;
2;-1116.197;71.024;
3;-1129.61;66.223;
4;-1131.516;68.454;
5;-1145.43;76.194;
6;-1147.277;73.432;
7;-1144.78;67.034;
8;-1187.231;36.059;
9;-1189.635;20.21;
10;-1188.309;18.408;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB44660;;;
1;-1115.929;171.681;
2;-1115.929;183.3;
3;-1134.984;180.362;
4;-1146.738;186.86;
5;-1151.446;186.86;
6;-1152.94;183.691;
7;-1149.982;176.81;
8;-1156.319;150.891;
9;-1196.606;118.075;
10;-1195.395;115.103;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB19581;;;
1;-962.189;-264.765;
2;-962.189;-254.917;
3;-976.506;-260.296;
4;-984.384;-252.006;
5;-987.324;-252.006;
6;-989.647;-255.799;
7;-986.619;-259.679;
8;-1019.75;-288.813;
9;-1021.279;-303.776;
10;-1020.497;-304.951;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
19 lerma;;;
1;-805.073;-264.026;
2;-805.073;-258.408;
3;-811.733;-260.391;
4;-825.617;-250.866;
5;-829.351;-250.866;
6;-832.681;-253.761;
7;-831.197;-260.482;
8;-861.26;-280.043;
9;-874.701;-304.014;
10;-873.299;-306.166;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
MCB20051;;;
1;-616.668;-263.283;
2;-616.668;-255.252;
3;-625.606;-257.56;
4;-627.13;-255.02;
5;-637.084;-248.386;
6;-640.233;-251.62;
7;-638.458;-254.811;
8;-672.066;-281.245;
9;-684.58;-302.861;
10;-683.64;-304.025;
Shape;;;Escudella
Decoration;;;GreenManganese
Origin;;;Valencia
SNU1.12;;;
1;-444.699;-265.971;
2;-444.699;-250.43;
3;-458.283;-249.144;
4;-464.739;-247.333;
5;-468.508;-247.333;
6;-471.599;-249.654;
7;-469.851;-253.76;
8;-499.56;-279.087;
9;-503.937;-301.978;
10;-503.764;-302.627;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
SNU4.49;;;
1;-442.244;-157.012;
2;-442.244;-142.201;
3;-451.605;-142.201;
4;-464.329;-142.201;
5;-475.221;-142.283;
